# Field           ID                          RA                   DEC                     FWHM                 ISOarea   KRON_RADIUS          nDet_magPStotal   PhotoFlagDet   U_PStotal            F378_PStotal         F395_PStotal         F410_PStotal         F430_PStotal         G_PStotal            F515_PStotal         R_PStotal            F660_PStotal         I_PStotal            F861_PStotal         Z_PStotal            e_U_PStotal            e_F378_PStotal         e_F395_PStotal         e_F410_PStotal         e_F430_PStotal         e_G_PStotal             e_F515_PStotal         e_R_PStotal             e_F660_PStotal          e_I_PStotal             e_F861_PStotal          e_Z_PStotal             r_-_i                    r_-_J0660             e(r_-_i)                e(r_-_J0660)            P(GoodPho)           P(BadPho)             main_id                                         ra_x             dec_x            coo_err_maj   coo_err_min   coo_err_angle   nbref   ra_sexa          dec_sexa         main_type           other_types                                                                                             radvel        redshift   sp_type              morph_type     plx      pmra     pmdec    size_maj   size_min   size_angle   B        V        R_x      J        H        K        u        g        r_xa     i        z        angDist   
  HYDRA-0079      iDR3.HYDRA-0079.024841      153.68898998838594   -34.059173447990155     33.463046999999996   6888      3.9833915            12.0              3              19.593756            19.16228             18.924366            18.60947             18.360409            17.979565            17.794384            17.154964            16.747505            16.719837            16.480053            16.339838            0.043739792            0.04898108             0.06348145             0.045368175999999996   0.037355203            0.012005547             0.021698127            0.0068764635            0.007925620999999999    0.00602065              0.009675704             0.006793266             0.4351270000000014       0.40745899999999935   0.00913969237388941     0.01049291277493877     ""                   ""                    "IC 2559"                                       153.68915        -34.0587805556   ""            ""            172.0           47      "10 14 45.396  " "-34 03 31.61  " EmG                 "EmG|G  |Rad|GiC|IR |G  |GiG"                                                                           2955.3325     0.009907   ""                   Sb             ""       ""       ""       0.823      0.346      20           14.39    ""       13.04    11.544   10.912   10.555   ""       ""       ""       ""       ""       1.492753  
  HYDRA-0085      iDR3.HYDRA-0085.071533      164.26801410841603   -33.15564025093645      9.065154             3035      3.89339              12.0              2              18.072754            17.548632            17.603903            17.401020000000003   17.353794            16.879274            16.541135999999998   16.082995999999998   15.351407            15.74565             15.564995000000001   15.422818            0.021306446            0.024430342            0.037276853            0.02741384             0.025299504            0.0071216994            0.013394123            0.004362488             0.0034764335            0.0039505335            0.00596809              0.0042539765            0.33734599999999837      0.7315889999999978    0.005885407078933984    0.0055782516463553575   ""                   ""                    "ESO 376-28"                                    164.2675997096   -33.1557611557   0.0           0.0           90.0            15      "10 57 04.22393" "-33 09 20.7402" Galaxy              "G  |*  |G  |G"                                                                                         3789.0        0.01272    ""                   1.0            ""       2.44     0.13     0.42       0.286      75           15.41    ""       14.25    12.01    11.26    11.12    ""       ""       ""       ""       ""       1.322617  
  HYDRA-0095      iDR3.HYDRA-0095.014451      151.14070348825157   -36.79048685804729      2.3661897            99        3.4620437999999996   12.0              2              18.292042000000002   18.115036            17.744781            17.238138            17.109436            16.763435            16.466763            16.225304            15.925211            16.038176999999997   15.611104999999998   15.941082999999999   0.05128384             0.049131274            0.055565353            0.03058509             0.025455883            0.01013238              0.013958284            0.006794606999999999    0.0054473393            0.0067865127            0.00765221              0.009322818             0.18712700000000382      0.30009300000000216   0.00960330354157934     0.008708627316275136    ""                   ""                    "CRTS J100433.7-364726"                         151.1405         -36.7906111111   ""            ""            172.0           1       "10 04 33.72   " "-36 47 26.2   " EB*                 EB*                                                                                                     ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       15.94    ""       ""       ""       ""       ""       ""       ""       ""       ""       0.737733  
  HYDRA-0098      iDR3.HYDRA-0098.085417      155.9177889656979    -35.825982705450976     10.10788             2299      3.9753057999999997   12.0              3              19.092758            18.531229999999997   18.459789999999998   18.212112            17.942741            17.59386             17.30895             16.72297             16.187613            16.338348            16.123639999999998   15.948031            0.03120899             0.034394573            0.04954616             0.03731726             0.031073337000000003   0.010379064             0.017973896            0.0055092643            0.004933343             0.004920135999999999    0.007782855500000001    0.00531469              0.38462200000000024      0.5353570000000012    0.007386455942178934    0.007395259717069002    ""                   ""                    "ESO 375-18"                                    155.9177351172   -35.8259512695   0.001         0.001         90.0            12      "10 23 40.25643" "-35 49 33.4246" EmG                 "EmG|*  |G  |Rad|IR |G"                                                                                 4534.3217     0.015241   ""                   SB             ""       ""       ""       0.57       0.228      40           15.38    ""       14.09    12.583   11.955   11.603   ""       ""       ""       ""       ""       0.19368   
  HYDRA-0113      iDR3.HYDRA-0113.114394      151.89608604574246   -38.521406958060275     1.9753928            84        3.2480290000000003   12.0              0              20.747032            21.013               20.635773            20.024387            19.842968            18.79889             18.812084            17.446312            16.80049             16.548336            15.962193            16.078667000000003   0.1363881              0.21265543             0.25316492             0.12880696             0.10756948599999999    0.019178053             0.039703384            0.008035786999999999    0.00663721              0.0054742969999999995   0.007145321             0.00573008              0.8979759999999999       0.645821999999999     0.009723260788108996    0.010422400361407586    ""                   ""                    "CRTS J100734.9-383117"                         151.8957083333   -38.5216111111   ""            ""            172.0           1       "10 07 34.97   " "-38 31 17.8   " EB*                 EB*                                                                                                     ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       16.98    ""       ""       ""       ""       ""       ""       ""       ""       ""       1.293027  
  HYDRA-0124      iDR3.HYDRA-0124.077375      157.75073627506603   -40.17847373737768      12.22051             1217      3.9644952000000004   12.0              3              19.966194            19.489342            19.37837             19.23582             18.869979999999998   18.466099            18.2058              17.594935999999997   17.140781            17.064435999999997   16.735197            16.615545            0.10381861             0.09646948400000001    0.12635356             0.10512292             0.07533327             0.020870663             0.034764316            0.009925723000000001    0.008784466             0.007955255             0.0118545685            0.008670615999999999    0.5305                   0.45415499999999653   0.01272030106513812     0.013254690489705333    ""                   ""                    "ESO 317-39"                                    157.7507625      -40.1788         ""            ""            172.0           5       "10 31 00.183  " "-40 10 43.68  " Galaxy              "*  |IR |G"                                                                                             4529.2631     0.015224   ""                   S              ""       ""       ""       0.277      0.133      0            16.44    ""       ""       13.665   12.929   12.396   ""       ""       ""       ""       ""       1.176758  
  HYDRA-0124      iDR3.HYDRA-0124.082002      157.25296711210694   -40.08275785582687      12.6282425           751       3.6624222            12.0              3              17.25985             16.814657            16.604368            16.577303            16.450229999999998   16.389248000000002   16.268629999999998   16.040844            15.725715            15.896429000000001   15.757116            15.6894              0.015350782            0.016054573            0.019467236000000002   0.01689329             0.015151178999999999   0.00602876              0.010780303            0.0042803892999999996   0.004248384             0.0041384403999999994   0.0067779617000000006   0.004940756             0.14441499999999863      0.31512900000000066   0.005953857699332983    0.006030795898636472    ""                   ""                    "ESO 317-34"                                    157.2529445001   -40.0827573333   0.022         0.014         90.0            26      "10 29 00.70668" "-40 04 57.9264" GinGroup            "HI |*  |G  |IR |G  |GiG|GiG"                                                                           2801.1        0.009388   ""                   Sc             ""       ""       ""       0.757      0.545      155          13.19    ""       12.25    11.091   10.444   10.226   ""       ""       ""       ""       ""       0.062311  
  HYDRA-0125      iDR3.HYDRA-0125.018074      158.7438252590909    -40.91202846007671      12.67417             1345      3.7366737999999997   12.0              3              17.912643            17.361214            17.092035            17.017014            16.869614000000002   16.693057999999997   16.438148            16.129374            15.739229000000002   15.876930999999999   15.6991005           15.595482999999998   0.018813118            0.019851226            0.024794495            0.02139313             0.019069124            0.0071517504            0.012038605            0.0046934146            0.004548622             0.0041962020000000004   0.0068364306            0.0047029373            0.25244299999999953      0.39014499999999686   0.006295732827264604    0.006535908713130652    ""                   ""                    "2MASX J10345852-4054438"                       158.7438666667   -40.912175       ""            ""            172.0           8       "10 34 58.528  " "-40 54 43.83  " Galaxy              "G  |G  |IR |G"                                                                                         4764.0        0.016019   ""                   ""             ""       ""       ""       0.367      0.191      155          17.2     ""       ""       12.679   12.133   11.714   ""       ""       ""       ""       ""       0.539438  
  HYDRA-0138      iDR3.HYDRA-0138.088145      152.30756133387325   -43.002503475393574     14.750483            108       3.7073227999999996   12.0              3              19.750970000000002   19.386329999999997   19.311161            18.656025            18.752476            18.128685            18.025282            17.285646            16.863462            16.782246            16.544810000000002   16.386675            0.13732937             0.1294113              0.17283402             0.09177455             0.09260175             0.02318116              0.039446916            0.009836759             0.008907301             0.0073165093            0.010862753000000001    0.007823722             0.5033999999999992       0.42218400000000145   0.012259410098412872    0.013270336797861689    ""                   ""                    "2MASX J10091380-4300089"                       152.3075416667   -43.0024805556   ""            ""            172.0           8       "10 09 13.810  " "-43 00 08.93  " GinGroup            "G  |G  |GiG|GiG"                                                                                       4485.9296     0.015077   ""                   ""             ""       ""       ""       0.773      0.232      90           15.34    ""       14.11    12.072   11.158   10.88    ""       ""       ""       ""       ""       0.097413  
  HYDRA-0138      iDR3.HYDRA-0138.102728      151.5011442420624    -42.85727951649411      8.180439             1113      4.1749480000000005   12.0              2              19.578026            18.960957            18.897709            18.674267            18.359953            17.83701             17.466476            16.889877            16.275747            16.49429             16.26851             16.109652            0.11365191             0.086505905            0.116695516            0.09266752             0.06599681             0.018261455             0.025446162999999997   0.007415249499999999    0.0060757687            0.0060756067000000006   0.009097819             0.0064870035            0.395586999999999        0.6141299999999994    0.009586392539445437    0.009586495211658426    ""                   ""                    "2MASX J10060024-4251262"                       151.5010083333   -42.8573         ""            ""            172.0           5       "10 06 00.242  " "-42 51 26.28  " Galaxy              "G  |G  |G"                                                                                             3141.3678     0.010534   ""                   ""             ""       ""       ""       0.433      0.182      130          16.3     ""       14.9     12.852   12.249   11.858   ""       ""       ""       ""       ""       0.366163  
  HYDRA-0139      iDR3.HYDRA-0139.030117      153.73883190211902   -43.61921964149586      24.331234            6195      3.9611002999999996   12.0              3              18.358524            17.824137            17.755492999999998   17.503435            17.273598            16.855425            16.709791            16.124746            15.632926000000001   15.730568            15.437935000000001   15.331871            0.026205884            0.026979133            0.034502745            0.02575379             0.02311186             0.008069301999999999    0.014531077            0.0048382385            0.0044421535            0.0040857354            0.0063555519999999996   0.004430837             0.39417799999999836      0.49181999999999704   0.006332597061371852    0.006568202151307806    ""                   ""                    "ESO 263-23"                                    153.7389208333   -43.6191222222   ""            ""            172.0           22      "10 14 57.341  " "-43 37 08.84  " Galaxy              "G  |HI |G  |IR |G"                                                                                     3027.4        0.01015    ""                   Sa             ""       ""       ""       0.94       0.32       75           13.84    ""       13.6     11.146   10.403   10.088   ""       ""       ""       ""       ""       0.420375  
  HYDRA-0141      iDR3.HYDRA-0141.000815      156.9597791681585    -43.90576634134269      33.977375            740       3.774567             12.0              3              18.094189            17.551185999999998   17.528570000000002   17.361366            17.141016            16.981972            16.773064            16.17374             15.143853            15.946173000000002   15.659277            15.580992000000002   0.021952717000000004   0.02233603             0.031679045            0.025790857            0.022255898            0.00815806              0.013647418            0.0044117267            0.003223798             0.004290931400000001    0.0068034683            0.0046674777            0.22756699999999697      1.0298869999999987    0.0061543013214335595   0.005464083273550733    ""                   ""                    "SN 2001db"                                     156.96           -43.9058333333   ""            ""            172.0           14      "10 27 50.4    " "-43 54 21     " SN                  SN*                                                                                                     ""            ""         SNII                 ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       16.27    ""       ""       ""       ""       ""       0.621481  
  HYDRA-0148      iDR3.HYDRA-0148.114317      156.95987056162338   -43.90578498083468      29.184818            542       3.712994             12.0              3              18.176565            17.630585            17.5507              17.476185            17.243113            17.028042000000003   16.836920000000003   16.15778             15.173062            15.952832999999998   15.683695000000002   15.571537            0.029474668            0.027406193            0.03620301             0.03096318             0.026121711000000002   0.008749649             0.014670562            0.0045123324            0.003168616             0.004221332             0.006677145600000001    0.0045703743            0.20494700000000066      0.9847179999999991    0.006179060409343298    0.005513734763619462    ""                   ""                    "SN 2001db"                                     156.96           -43.9058333333   ""            ""            172.0           14      "10 27 50.4    " "-43 54 21     " SN                  SN*                                                                                                     ""            ""         SNII                 ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       16.27    ""       ""       ""       ""       ""       0.378171  
  HYDRA-0151      iDR3.HYDRA-0151.108962      163.33157615329364   -44.2724839831108       1.7285400000000002   143       2.7261271000000002   12.0              2              18.602121            17.923244            17.563786999999998   17.230328            17.046442000000003   16.580135000000002   16.53722             16.123291000000002   15.806863            15.900096            15.596079000000001   15.767385            0.022356532999999998   0.022368135            0.025953647000000003   0.019110959            0.016571383999999998   0.0056014764            0.01068696             0.003988058             0.003995537             0.0037749049            0.005640489499999999    0.004617747             0.22319500000000225      0.31642800000000193   0.005491312558524419    0.005645256639846678    ""                   ""                    "CRTS J105319.4-441618"                         163.3315440493   -44.2724471757   0.0           0.0           90.0            2       "10 53 19.57057" "-44 16 20.8098" RRLyr               "RR*|*  |RR?"                                                                                           ""            ""         ""                   ""             0.0864   -2.01    -1.71    ""         ""         ""           ""       16.17    ""       ""       ""       ""       ""       ""       ""       ""       ""       0.156225  
  STRIPE82-0004   iDR3.STRIPE82-0004.031191   1.7916872717045043   0.8914261244525057      2.3460237999999998   83        3.6215017            12.0              0              18.051054            17.802666000000002   17.893925            17.884342            17.805138            17.741405            17.607039999999998   17.346546            16.997475            17.311485            16.255241            16.726772            0.019044545            0.022458455            0.035604946            0.028157674            0.025862671            0.010588763999999999    0.021888055            0.007781156             0.0076551480000000005   0.008505215             0.008291391             0.008353526             0.0350609999999989       0.3490709999999986    0.011527578709016087    0.010915478899170664    ""                   ""                    "LBQS 0004+0036"                                1.791724         0.891409         0.002         0.002         90.0            55      "00 07 10.014  " "+00 53 29.07  " QSO                 "IR |QSO|AGN|X  |QSO|QSO|QSO|EmO|Q? |X  |Rad|G  |*"                                                     80237.3569    0.31564    ""                   ""             ""       ""       ""       ""         ""         ""           17.58    17.25    ""       16.568   16.498   16.216   17.765   17.442   17.114   16.985   16.267   0.145873  
  STRIPE82-0037   iDR3.STRIPE82-0037.020376   25.071099271009768   -0.8341590148622415     2.3883944            164       3.1602419999999998   12.0              0              16.372065            16.052092000000002   16.351238000000002   16.388922            16.302101            16.372818            16.358753            16.3605              16.145046            16.451126000000002   15.362248000000001   15.743148000000001   0.0066830055           0.007792171999999999   0.013237117            0.011086078000000001   0.009832722            0.0045266817            0.008992762            0.0043377606            0.0045385296000000006   0.0050140377000000005   0.0049675805            0.004402641             -0.09062600000000387     0.2154539999999976    0.00662998801506712     0.006278090310993346    ""                   ""                    "2E   458"                                      25.0711166615    -0.8341727724    0.0           0.0           90.0            85      "01 40 17.06800" "-00 50 03.0220" Seyfert_1           "AGN|X  |QSO|IR |QSO|*  |QSO|Sy1|EmO|X  |G  |blu"                                                       84059.272     0.3339     ""                   ""             ""       -0.14    -0.34    ""         ""         ""           16.46    16.3     16.3     16.484   16.057   13.85    16.159   16.534   16.424   16.544   15.684   0.079822  
  STRIPE82-0055   iDR3.STRIPE82-0055.002121   38.03891271958179    -1.3861949894293877     17.115263            2941      3.8790660000000003   12.0              0              20.081068            19.373293            19.334839000000002   18.919287            18.649944            18.191502            17.916866            17.125256            16.596884            16.655098000000002   16.443758            16.276741            0.07274064400000001    0.060422592000000004   0.086906716            0.06125942             0.045667473            0.013336483             0.02323549             0.007002387             0.0062593006999999996   0.0059195409999999995   0.00937207              0.006301915             0.47015799999999786      0.528372000000001     0.009169208763489355    0.009392138678213258    ""                   ""                    "UGC  2009"                                     38.0391958333    -1.3863611111    ""            ""            172.0           8       "02 32 09.407  " "-01 23 10.90  " Galaxy              "G  |G  |IR |G"                                                                                         4323.3714     0.014527   ""                   S              ""       ""       ""       0.457      0.201      115          16.0     ""       ""       12.848   12.081   11.841   ""       ""       ""       ""       ""       1.181452  
  STRIPE82-0064   iDR3.STRIPE82-0064.042346   43.98850261320957    0.6926401806012571      11.051896000000001   7219      3.8099415            12.0              2              20.000408            19.257084            19.022297000000002   18.813122            18.531633            17.908552            17.653349            16.615108            16.043644            15.924919000000001   15.558519            15.33494             0.059082866            0.06579045             0.07581078             0.05234103             0.038624063            0.010447634             0.018107375            0.0049502375            0.0044367076            0.0036005392            0.0051646420000000005   0.0033917383            0.6901889999999984       0.5714639999999989    0.006121170953105532    0.006647497697201858    ""                   ""                    "NVSS J025557+004132"                           43.9886791667    0.6925361111     ""            ""            172.0           74      "02 55 57.283  " "+00 41 33.13  " RadioG              "G  |rG |Rad|G  |G  |G  |IR |G  |smm"                                                                   4126.3312     0.01386    ""                   SA_B           ""       ""       ""       0.99       0.396      140          14.9     ""       ""       11.075   10.321   9.882    16.315   14.676   13.518   12.926   12.536   0.737754  
  STRIPE82-0085   iDR3.STRIPE82-0085.037460   59.494276836606595   -0.1905384007198533     8.331707000000002    2132      4.022005600000001    12.0              2              20.013838            19.542946            19.532660999999997   19.146175            18.812344            18.062103            17.726187            16.904287            16.408363            16.308697            15.990158            15.835548000000001   0.073597565            0.05878127             0.07885612             0.05419449             0.04146522             0.010501401499999998    0.017248286            0.004741442             0.005525135             0.0037674152            0.007484840699999999    0.0037702766999999997   0.5955900000000014       0.4959239999999987    0.006055963137978553    0.007280686025889936    ""                   ""                    MCG+00-11-002                                   59.4943874299    -0.190519766     0.001         0.001         90.0            13      "03 57 58.65298" "-00 11 25.8712" Seyfert             "*  |G  |Rad|SyG|AGN|IR |X  |G  |GiG"                                                                   4126.0        0.013859   ""                   ""             ""       ""       ""       0.48       0.23       85           13.07    11.82    ""       12.512   11.61    11.246   17.735   15.88    14.841   14.305   13.89    0.403746  
  STRIPE82-0104   iDR3.STRIPE82-0104.027921   311.6087878150387    0.39382803431123975     2.1554408            49        3.4749217000000003   12.0              2              19.982796            19.316072            19.375916            19.401075            19.03231             18.771515            18.508129999999998   17.917097000000002   17.327728            17.790575            16.619818            17.066349            0.06236193             0.07648792             0.09456719             0.08066676             0.058329325            0.017365543             0.03144775             0.010778713999999998    0.009223385             0.01214368              0.011581349             0.012363082             0.12652200000000136      0.5893690000000014    0.016237291628722936    0.014186314050944346    ""                   ""                    "SDSS J204626.10+002337.7"                      311.6087759664   0.3938017362     0.0           0.0           90.0            14      "20 46 26.10623" "+00 23 37.6863" QSO                 "QSO|QSO|QSO|IR |*  |AGN"                                                                               83727.635     0.3323     ""                   ""             ""       0.04     0.08     ""         ""         ""           18.64    18.02    ""       15.934   14.74    13.683   19.98    18.771   17.864   17.737   16.986   0.103838  
  STRIPE82-0158   iDR3.STRIPE82-0158.003478   349.4275212742128    0.093129280239253       2.3717723            87        3.821461             12.0              0              18.1126              17.882114            17.99154             17.987907            17.873886            18.031425            18.030245            17.807489999999998   17.526789            17.833976999999997   16.944363            17.321276            0.018393304            0.023180622999999997   0.037471112            0.030983572999999997   0.026786482            0.011736537             0.026655145            0.009948176999999999    0.009858849             0.011941913             0.012534893             0.012771659             -0.026486999999999483    0.280700999999997     0.015542699627892769    0.014005824832123596    ""                   ""                    "3XMM J231742.5+000535"                         349.4275301852   0.0930928041     0.0           0.0           90.0            28      "23 17 42.60724" "+00 05 35.1341" Seyfert_1           "IR |X  |AGN|QSO|QSO|QSO|*  |Sy1|AGN|X"                                                                 81308.8272    0.32072    ""                   ""             0.3111   0.21     -0.29    ""         ""         ""           18.81    18.45    ""       16.402   15.496   14.763   18.162   18.062   17.829   17.927   17.362   0.135176  
  SPLUS-s27s38    iDR3.SPLUS-s27s38.041060    60.19197563815276    -34.40769068554132      2.92334              133       3.8390207000000003   12.0              0              18.185467000000003   17.970074            17.934484            17.927511            17.80868             17.87115             17.773224            17.515251            17.190317            17.50345             16.363203            16.873623000000002   0.018287621            0.02505648             0.036352377000000005   0.034209166            0.029208655            0.011810353999999999    0.02296951             0.008624732             0.00846829              0.009971997             0.009074597             0.010090809000000001    0.011800999999998396     0.32493399999999895   0.013184336397401008    0.012087097980736485    ""                   ""                    "2MASS J04004608-3424277"                       60.1919741719    -34.4077300248   0.0           0.0           90.0            3       "04 00 46.07380" "-34 24 27.8281" AGN_Candidate       "AG?|IR |*  |X"                                                                                         ""            ""         ""                   ""             0.0214   0.19     -0.04    ""         ""         ""           ""       ""       ""       15.916   15.034   14.14    ""       ""       ""       ""       ""       0.141688  
  SPLUS-s23s32    iDR3.SPLUS-s23s32.051907    332.1018041812308    -29.05100572704748      20.39615             4870      3.839601             12.0              3              17.466341            16.997515            16.863823            16.793879999999998   16.651777            16.517689            16.358837            16.0271              15.676098000000001   15.894556            15.760085            15.685163000000001   0.012650937            0.014541742            0.020185497            0.016950754            0.015190911000000001   0.005912727             0.010752537            0.00420704              0.0039834147            0.0039676083            0.006572248399999999    0.004584833             0.1325440000000011       0.35100199999999937   0.005782828130234279    0.005793684340191144    ""                   ""                    "NGC  7208"                                     332.1017458333   -29.0512166667   ""            ""            172.0           16      "22 08 24.419  " "-29 03 04.38  " GinGroup            "G  |G  |IR |*  |GiG|GiG"                                                                               2645.2862     0.008863   ""                   S              ""       ""       ""       0.557      0.434      130          13.82    13.36    12.87    11.624   10.932   10.792   ""       ""       ""       ""       ""       0.781268  
  SPLUS-s25s18    iDR3.SPLUS-s25s18.013870    27.32095385172873    -32.74253858762196      6.821321000000001    13023     3.6675272000000003   12.0              3              17.973618            17.71175             17.464415            17.30637             17.104773            16.868523            16.697067            16.261053            15.923987            15.948315            15.714254            15.679561999999999   0.016330827            0.02027301             0.0262798              0.021459224            0.019416614            0.0069390973            0.012558989            0.0045508454            0.0048902705            0.003966273             0.006746859             0.0042844842999999995   0.3127380000000013       0.3370660000000001    0.006036680823534582    0.006680190073483794    ""                   ""                    "IC 1734"                                       27.3211036528    -32.7425221985   0.007         0.006         90.0            28      "01 49 17.06488" "-32 44 33.0799" Galaxy              "G  |HI |G  |G  |IR |*"                                                                                 5012.0        0.01686    ""                   Sc             ""       ""       ""       0.827      0.694      85           13.59    ""       12.45    11.169   10.494   10.159   ""       ""       ""       ""       ""       0.457418  
  SPLUS-s26s17    iDR3.SPLUS-s26s17.004060    25.82619164196742    -34.206232083806285     28.846128000000004   1872      4.0502633999999995   12.0              2              19.669216            19.206505            18.919144            18.595587            18.4506              17.91866             17.652393            16.82103             16.292826            16.252398            15.916704000000001   15.722082            0.09115785             0.09466755             0.111338496            0.08364156             0.07344839             0.018803538999999998    0.030661521            0.007316358             0.007597812             0.0053914227000000006   0.009453289             0.0050778870000000005   0.5686320000000009       0.5282039999999988    0.009088263481779085    0.01054778846827656     ""                   ""                    "ESO 353-36"                                    25.8265708333    -34.206          ""            ""            172.0           23      "01 43 18.377  " "-34 12 21.60  " EmG                 "EmG|G  |Rad|G  |IR |*"                                                                                 3747.3729     0.012579   ""                   SB(rs)0        ""       ""       ""       0.637      0.216      20           15.13    ""       13.76    11.941   11.082   10.642   ""       ""       ""       ""       ""       1.404495  
  SPLUS-s17s22    iDR3.SPLUS-s17s22.030839    314.9285330619339    -21.677110278522782     2.1110759999999997   86        3.146344             12.0              3              18.626929999999998   18.493153            18.5013              17.9222              17.860907            17.28921             17.164906            16.562804999999997   16.217953            16.266712            15.862045000000002   16.046175            0.027136851            0.03952148             0.05684074             0.03312453             0.032361034            0.009101598             0.016368747            0.0053216093            0.005402313000000001    0.006070453000000001    0.0071421240000000006   0.006048576999999999    0.29609299999999905      0.34485199999999594   0.008072789181383067    0.007583172903990486    ""                   ""                    "CRTS J205942.7-214038"                         314.9280416667   -21.6773055556   ""            ""            172.0           1       "20 59 42.73   " "-21 40 38.3   " EB*                 EB*                                                                                                     ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       16.04    ""       ""       ""       ""       ""       ""       ""       ""       ""       1.787923  
  SPLUS-s34s42    iDR3.SPLUS-s34s42.063251    316.03549398691706   -43.534230419446324     14.532803            1885      3.8545334            12.0              3              17.86324             17.119003            17.281315            17.329262            17.277070000000002   16.79828             16.053963            16.16406             15.287745000000001   15.957331            15.771276            15.636322            0.018577121000000002   0.016031108999999998   0.031069423999999998   0.02385952             0.022481762000000002   0.007003123000000001    0.008613371            0.0042882706            0.0030752092            0.004124452             0.006391683             0.004536984             0.20672899999999927      0.8763149999999982    0.005949820924963066    0.005276947636900426    ""                   ""                    "ESO 286-33"                                    316.0354890892   -43.5342107877   0.001         0.001         90.0            14      "21 04 08.51738" "-43 32 03.1588" IG                  "*  |G  |IG |EmG|IR |G"                                                                                 4990.0        0.016786   ""                   3.0            ""       ""       ""       0.46       0.239      15           14.79    ""       13.94    12.538   11.841   11.579   ""       ""       ""       ""       ""       0.071821  
  SPLUS-s34s42    iDR3.SPLUS-s34s42.069839    316.0465371221158    -43.59272546985115      18.667925            2617      3.7631805            12.0              2              17.746433            17.43338             17.124352            17.023024            16.876144            16.705692000000003   16.539013            16.058481            15.648994            15.753744000000001   15.523451000000001   15.380537            0.017084531            0.019567812            0.028013151            0.01932843             0.017140076            0.0065910173999999995   0.011389133999999999   0.0040291282            0.0036856092            0.003649162             0.005533064200000001    0.0038552965999999996   0.30473699999999937      0.4094870000000004    0.005436014841248986    0.005460548436481438    ""                   ""                    "ESO 286-35"                                    316.0465083333   -43.5923638889   ""            ""            172.0           53      "21 04 11.162  " "-43 35 32.51  " GinGroup            "HI |G  |IR |G  |GiG|GiG"                                                                               5182.3        0.017438   ""                   S              ""       ""       ""       0.717      0.258      25           14.42    ""       13.47    11.575   10.79    10.37    ""       ""       ""       ""       ""       1.303854  
  SPLUS-n07s01    iDR3.SPLUS-n07s01.015676    151.2636195458144    -8.491020927971295      2.0678356            135       3.1722908            12.0              0              18.61763             17.939068            17.47989             17.337196            17.181263            16.875654            16.82571             16.57484             16.236828            16.453945            16.125754999999998   16.391226            0.027561609            0.025243013999999998   0.028119352            0.022469625            0.02052951             0.0069789896            0.013466988999999999   0.0052817585            0.005375021999999999    0.005368965             0.007778989             0.0070374827            0.12089499999999731      0.3380119999999991    0.007531451256135649    0.007535770322455843    ""                   ""                    "CRTS J100503.3-082929"                         151.2636123959   -8.4910083064    0.0           0.0           90.0            2       "10 05 03.26698" "-08 29 27.6299" RRLyr               "RR*|*  |RR*|RR?"                                                                                       ""            ""         ""                   ""             0.1374   -0.28    -2.76    ""         ""         ""           ""       16.7     ""       ""       ""       ""       ""       16.934   16.789   16.456   16.73    0.052083  
  SPLUS-n12s01    iDR3.SPLUS-n12s01.020886    150.9246975604601    -15.135802684821307     2.36643              181       3.382938             12.0              2              16.96677             16.588175            16.864784            16.86938             16.769957            16.818070000000002   16.789064            16.690082999999998   16.42817             16.788742000000003   15.906328            16.101606            0.012905868999999999   0.014640298000000001   0.02456326             0.026258253999999998   0.019736528            0.008060059             0.016010659            0.0064212293            0.00643088              0.0066413763            0.0072200484999999995   0.0059265783            -0.09865900000000494     0.2619129999999963    0.009237968655574675    0.009087816200693018    ""                   ""                    "[VV96] J100342.1-150808"                       150.9246538304   -15.135781867    0.0           0.0           90.0            6       "10 03 41.91692" "-15 08 08.8147" QSO                 "X  |QSO|*  |G  |QSO|UV |AGN|IR"                                                                        85728.6871    0.342      ""                   ""             ""       0.09     0.08     0.117      0.117      90           ""       16.9     ""       15.184   ""       13.758   ""       ""       ""       ""       ""       0.169442  
  SPLUS-n13s03    iDR3.SPLUS-n13s03.045360    152.65701193415632   -15.968322788086345     2.0961246            123       2.9381423            12.0              3              19.551617            19.537447            19.276045            18.762564            18.366114000000003   17.475447            17.445189000000003   16.476402            16.074070000000003   16.00531             15.619064999999999   15.733341000000001   0.047002800000000004   0.07209103             0.09569794             0.056950714000000006   0.043055125            0.009638371             0.01887022             0.0049895663            0.0047094226            0.004109508400000001    0.00579551              0.00462825              0.47109199999999873      0.4023319999999977    0.006464041394651356    0.00686108104364658     ""                   ""                    "CRTS J101037.6-155806"                         152.65675        -15.9685555556   ""            ""            172.0           1       "10 10 37.62   " "-15 58 06.8   " EB*                 EB*                                                                                                     ""            ""         ""                   ""             ""       ""       ""       ""         ""         ""           ""       15.76    ""       ""       ""       ""       ""       ""       ""       ""       ""       1.23453   
