# Field           ID                          RA                   DEC                      FWHM         FWHM_n       A           B            ISOarea   KRON_RADIUS   PhotoFlagDet   s2n_Det_iso   U_PStotal   F378_PStotal   F395_PStotal   F410_PStotal   F430_PStotal   G_PStotal   F515_PStotal   R_PStotal   F660_PStotal   I_PStotal   F861_PStotal   Z_PStotal   e_U_PStotal   e_F378_PStotal   e_F395_PStotal   e_F410_PStotal   e_F430_PStotal   e_G_PStotal   e_F515_PStotal   e_R_PStotal   e_F660_PStotal   e_I_PStotal    e_F861_PStotal   e_Z_PStotal    F378_iso    F395_iso    F410_iso    F430_iso    G_iso       F515_iso    R_iso       F660_iso    I_iso       F861_iso    Z_iso        e_U_iso       e_F378_iso    e_F395_iso    e_F410_iso    e_F430_iso    e_G_iso        e_F515_iso    e_R_iso        e_F660_iso    e_I_iso       e_F861_iso     e_Z_iso       r_-_i                    r_-_J0660             e(r_-_i)               e(r_-_J0660)           main_id                                         ra_x             dec_x            coo_err_maj   coo_err_min   coo_err_angle   nbref   ra_sexa          dec_sexa         main_type           other_types                                                                                             radvel        redshift   sp_type              morph_type     plx      pmra     pmdec    size_maj   size_min   size_angle   B_x      V        R_x      J        H        K        u        g        r_xa     i        z        angDist   
  SPLUS-n01s21    iDR3.SPLUS-n01s21.025922    177.87268901124386   -0.0593301076444981      3.3432577    1.3008226    2.0440857   1.8397204    49        4.8043547     0              58.16019      21.07603    21.384686      21.029222      20.408188      20.05232       20.033234   19.7342        19.179836   18.591763      18.861149   18.188232      18.291885   0.16142501    0.34371397       0.4050203        0.21078257       0.15393558       0.053153817   0.088878155      0.027103236   0.020919098      0.025440935    0.037912764      0.027515886    21.462444   20.858257   20.962582   20.507065   19.99054    19.644762   19.117111   18.60905    18.849293   18.219938   18.273716    0.20362003    0.44108668    0.4267897     0.40346923    0.25521943    0.059027713    0.09530115    0.030298904    0.022472963   0.03179039    0.048239604    0.035531566   0.3186870000000006       0.5880730000000014    0.03717292798994883    0.034237319737463384   "SDSS J115129.42-000333.8"                      177.8726125      -0.0594083333    0.052         0.042         90.0            2       "11 51 29.427  " "-00 03 33.87  " Galaxy              "G  |G"                                                                                                 82476.3648    0.32629    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       20.85    19.91    18.96    18.66    18.076   0.39392   
  SPLUS-n01s23    iDR3.SPLUS-n01s23.026372    180.1988428326189    -0.02340688109002        73.48415     19.89204     23.154858   13.473757    1761      6.5948834     3              185.76295     20.133251   19.885323      20.106247      19.45073       19.59285       19.63851    19.25999       19.316593   18.745577      19.2439     19.167494      19.048122   0.07959129    0.09497265       0.18826714       0.09697217       0.10340857       0.038640145   0.06582172       0.031156974   0.02429616       0.036599327    0.075724736      0.054064825    17.205263   16.936613   16.67383    16.46832    16.31796    16.096682   15.848641   15.716202   15.645811   15.606407   15.437519    0.041630365   0.05247976    0.07021317    0.04836377    0.038600244   0.012024659    0.022535559   0.008764814    0.008746572   0.010379502   0.023000976    0.015660828   0.072693000000001        0.5710160000000002    0.04806524488327928    0.03951025714396549    "[RDS2004] MGS sure 22"                         180.1987083333   -0.0233333333    0.048         0.047         90.0            30      "12 00 47.690  " "-00 01 24.00  " HI                  "HI |G  |G  |G"                                                                                         1924.4468     0.00644    ""                   SAB            ""       ""       ""       1.318      0.891      60           15.0     ""       15.05    ""       ""       ""       17.43    16.233   15.717   15.363   15.68    0.551862  
  SPLUS-n01s26    iDR3.SPLUS-n01s26.017374    184.9269721119905    -0.3059539785935566      2.1340313    0.97576654   1.5219185   1.3784598    22        3.8449354     0              44.213943     19.559713   19.560541      19.7091        19.83842       19.666569      19.781626   19.705421      19.270393   18.920773      19.239674   19.382442      19.173859   0.04295233    0.0665063        0.12049119       0.11468458       0.09466481       0.037394654   0.07559935       0.0257417     0.023887372      0.034249023    0.08940342       0.061214842    19.877428   20.024445   20.128586   20.12044    20.024841   19.977228   19.44313    19.1638     19.378466   19.422367   19.246572    0.046996765   0.08039608    0.15287372    0.1439734     0.14018412    0.04619546     0.09983062    0.031282917    0.029247956   0.044101022   0.106289044    0.076070264   0.03071899999999772      0.34961999999999804   0.042844260938246205   0.03511754063080705    "[VV2006] J121942.5-001821"                     184.9269143062   -0.3059716841    0.0           0.0           90.0            18      "12 19 42.45943" "-00 18 21.4981" QSO                 "QSO|QSO|*  |QSO"                                                                                       206992.6091   1.33689    ""                   ""             0.2018   -1.38    -0.38    ""         ""         ""           20.19    19.72    ""       18.753   18.445   18.628   19.754   19.808   19.242   19.243   19.27    0.217641  
  SPLUS-n01s27    iDR3.SPLUS-n01s27.014192    186.67269731032096   -0.3347511966887692      3.3012784    1.1210474    2.118186    1.8511759    44        4.5241203     2              55.203064     19.56058    19.257568      19.444332      19.559261      19.406103      19.375797   19.38213       19.16298    18.807127      19.064005   18.783539      18.683899   0.05160347    0.059784584      0.11383123       0.1129733        0.08927918       0.02973223    0.06539892       0.024528814   0.022877019      0.028920155    0.056922603      0.039081153    19.404688   19.600618   19.429296   19.506119   19.366766   19.353699   19.122293   18.853956   18.953438   18.835583   18.605246    0.056171898   0.070773095   0.14014482    0.11243196    0.11482457    0.036256935    0.080305085   0.029937519    0.027348319   0.036723476   0.07918554     0.049990192   0.09897499999999937      0.35585299999999975   0.037921472564638375   0.033541328455697114   "2SLAQ J122641.43-002005.1"                     186.6726457106   -0.3347432465    0.001         0.001         90.0            15      "12 26 41.43497" "-00 20 05.0757" Seyfert_1           "QSO|SyG|X  |QSO|*  |Sy1|AGN"                                                                           88041.4388    0.35335    ""                   ""             ""       -5.23    0.59     ""         ""         ""           19.3     19.11    ""       18.487   18.171   17.842   19.094   18.949   18.823   18.798   18.289   0.187948  
  SPLUS-n02n19    iDR3.SPLUS-n02n19.026183    174.75578476142175   1.3382478314723678       4.502627     2.084447     1.2694782   1.1032646    18        3.7690837     3              45.35998      19.700535   19.19914       19.343784      19.491348      19.485258      19.304308   18.779463      19.307255   18.268187      19.69522    19.589308      19.603348   0.06115097    0.061839655      0.102341704      0.09895919       0.09795664       0.031042237   0.046189714      0.02990121    0.01620059       0.05584661     0.11037292       0.09818537     19.89545    19.955957   20.087984   20.098112   19.842861   19.35439    19.783443   18.81965    20.130283   20.018623   20.021193    0.06390793    0.06526563    0.10632505    0.10476062    0.10352482    0.032374155    0.048603743   0.030897316    0.017403966   0.05660372    0.11205779     0.09554592    -0.3879649999999977      1.0390680000000003    0.06334766142452458    0.034007961947346975   "SDSS J113901.39+012017.8"                      174.7557916667   1.3382916667     0.055         0.048         0.0             1       "11 39 01.390  " "+01 20 17.85  " Galaxy              G                                                                                                       1528.0254     0.00511    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       18.035   17.396   17.816   18.253   17.951   0.159752  
  SPLUS-n02n19    iDR3.SPLUS-n02n19.032498    175.712294430323     1.516178983683592        4.4140377    2.0434353    5.4932027   2.7410748    54        6.1580606     3              41.86724      20.327808   19.944952      19.936707      19.981285      19.743816      19.675266   19.706278      19.344383   18.953165      19.201706   18.981071      18.885675   0.10076179    0.10995887       0.16498081       0.14649643       0.12003512       0.04059087    0.09274438       0.030602995   0.025703736      0.036467355    0.06442093       0.051582582    20.036064   19.678314   19.975471   19.475502   19.37165    19.290245   18.927055   18.70959    18.646679   18.571196   18.301687    0.15719277    0.19515531    0.23336922    0.2705826     0.1693087     0.054039523    0.1155461     0.039725512    0.035158202   0.045941554   0.095823       0.06441185    0.14267699999999905      0.39121800000000206   0.04760684072343018    0.03996530179202606    "2QZ J114250.9+013057"                          175.7123075671   1.5162799864     0.0           0.0           90.0            6       "11 42 50.95382" "+01 30 58.6080" Seyfert_1           "G  |G  |*  |Sy1|AGN"                                                                                   89530.8121    0.36074    ""                   ""             ""       -0.86    0.51     ""         ""         ""           ""       19.69    ""       18.993   18.701   18.349   19.87    19.424   19.155   19.022   18.735   0.36667   
  SPLUS-n02n21    iDR3.SPLUS-n02n21.024351    178.07031354806253   1.3909661333218957       5.18349      1.7221782    2.7034678   2.162341     59        4.0787125     0              42.025116     99.0        21.969364      21.092598      99.0           22.477741      20.72748    20.15091       19.44949    18.560572      18.926035   18.689356      18.691273   21.990341     0.718541         0.55165935       21.021687        1.6329308        0.12538105    0.16135535       0.043087576   0.023289297      0.03268939     0.06574742       0.048972655    20.917953   21.842306   99.0        24.559277   20.510826   20.185196   19.176273   18.63699    18.672249   18.478697   18.283348    22.126247     0.3769938     1.5166006     21.02019      15.724418     0.13680404     0.22314727    0.04367628     0.029499682   0.036624484   0.07842077     0.050463434   0.523455000000002        0.8889180000000003    0.05408452111397378    0.04897887871634043    "SDSS J115216.86+012327.2"                      178.0702875      1.3908944444     0.05          0.046         90.0            2       "11 52 16.869  " "+01 23 27.22  " Galaxy              "G  |G"                                                                                                 77663.8045    0.30356    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       23.3     20.21    18.738   18.279   18.029   0.274579  
  SPLUS-n02n23    iDR3.SPLUS-n02n23.022190    180.15952618608105   1.2129112212203663       1.8336458    0.95560056   1.2869412   1.1095874    17        3.9364083     0              47.37762      19.754017   19.519112      19.554691      19.781118      19.600208      19.607595   19.627636      19.228722   18.893578      19.233858   19.252247      19.340572   0.054184105   0.06709102       0.10878315       0.11366727       0.093404114      0.03461533    0.07453368       0.02692357    0.023728138      0.036817472    0.09043682       0.076001324    19.866861   19.808575   20.107653   19.843847   19.849592   19.82379    19.438787   19.109215   19.406858   19.428741   19.556181    0.057118196   0.07387683    0.11352692    0.1299691     0.09945049    0.03804666     0.079086356   0.030062897    0.02562653    0.042078074   0.102406144    0.088638954   -0.0051360000000002515   0.33514399999999966   0.04561145542531705    0.03588736761719845    "[VV2006] J120038.3+011246"                     180.1594786201   1.2128742288     0.0           0.0           90.0            21      "12 00 38.27487" "+01 12 46.3472" QSO                 "QSO|QSO|QSO|*  |QSO|QSO"                                                                               208385.404    1.35786    ""                   ""             ""       0.04     -0.15    ""         ""         ""           19.71    19.4     ""       19.36    18.897   19.024   19.623   19.457   19.145   19.075   19.07    0.216897  
  SPLUS-n02n24    iDR3.SPLUS-n02n24.020916    181.7517098625927    1.1990112046487067       2.1605763    0.98201317   1.6108582   1.3451892    23        4.2652144     0              46.390816     19.546556   19.663471      19.04055       19.309776      19.219814      19.33358    19.337687      19.201904   17.750746      19.051384   19.099129      19.084497   0.05401161    0.08187762       0.078813866      0.08332196       0.080182016      0.031801052   0.0667502        0.027761927   0.011849439      0.032497726    0.08244612       0.06432265     19.889975   19.257204   19.526117   19.47445    19.50887    19.53525    19.37494    18.029194   19.142687   19.243439   19.239326    0.05886779    0.09462719    0.091164984   0.10078734    0.09508877    0.036118366    0.08134556    0.034441553    0.013459701   0.04067873    0.10444526     0.084711306   0.1505200000000002       1.4511579999999995    0.04274139429083245    0.030184992883352645   "[VV2006] J120700.4+011155"                     181.7516540325   1.1989929401     0.0           0.0           90.0            5       "12 07 00.39697" "+01 11 56.3746" QSO                 "QSO|*  |QSO"                                                                                           218220.7182   1.52       ""                   ""             ""       1.76     -1.13    ""         ""         ""           ""       19.54    ""       19.219   18.932   18.712   20.365   19.824   19.699   19.481   19.554   0.211428  
  SPLUS-n02n26    iDR3.SPLUS-n02n26.016007    185.0155358422371    1.1089971952641655       4.0975437    1.428622     2.573497    2.2082577    44        5.605336      0              39.355545     22.441633   23.059544      21.424183      22.664053      21.648918      20.877207   21.14368       19.428623   18.54697       19.110056   18.6432        18.799004   0.513629      1.4997162        0.6087995        1.6698418        0.6076713        0.104909666   0.30201516       0.033901494   0.021728013      0.036901023    0.05680734       0.054557037    24.258615   20.585268   21.63218    22.362375   20.572876   21.780666   19.306395   18.516464   18.847685   18.418358   18.424866    0.5863753     6.1641665     0.3822423     0.83989656    1.5877728     0.107504316    0.7408248     0.039743673    0.02405578    0.042512234   0.06370139     0.057590052   0.3185670000000016       0.881653              0.05010984727454839    0.04026683305600535    "SDSS J122003.72+010632.0"                      185.0155136565   1.1089283681     0.009         0.004         90.0            1       "12 20 03.72328" "+01 06 32.1421" Galaxy              "G  |G  |*"                                                                                             80080.7457    0.3149     ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       24.2     20.48    18.95    18.68    18.2     0.260327  
  SPLUS-n02n26    iDR3.SPLUS-n02n26.032045    185.04802604861416   1.9586348136308644       19.646128    6.8496866    8.402767    4.4595604    293       6.0753164     3              80.76403      19.870804   19.357544      19.3306        19.38762       19.381222      19.256258   18.60117       19.212189   18.19254       19.371069   19.430603      19.407812   0.05913843    0.06385225       0.10300811       0.09639858       0.08828318       0.029485753   0.039434317      0.02850256    0.016968314      0.046248525    0.11282374       0.09392174     17.880207   17.852297   17.81454    17.748526   17.647648   17.30286    17.42843    16.97308    17.435213   17.49936    17.269567    0.04432715    0.04431762    0.0753261     0.062375728   0.057043612   0.018405324    0.031017262   0.01674537     0.0133557655  0.027556935   0.064500004    0.04734817    -0.1588799999999999      1.0196489999999976    0.05432607100857952    0.03317106580374221    "2dFGRS TGN385Z025"                             185.047669       1.958547         0.032         0.026         90.0            11      "12 20 11.441  " "+01 57 30.77  " LSB_G               "G  |G  |LSB|G  |G  |G"                                                                                 2028.6801     0.00679    ""                   Im/BCD         ""       ""       ""       0.44       0.26       91           17.094   ""       16.888   ""       ""       ""       18.169   17.395   17.326   17.484   17.765   1.32295   
  SPLUS-n02n28    iDR3.SPLUS-n02n28.011676    187.72629290525728   0.9640254113499284       14.798501    5.4025908    6.0611386   3.0198216    190       4.3669977     2              83.22283      20.281017   19.910086      19.782654      19.53644       19.46988       19.411596   19.178507      19.334991   18.949203      19.195189   19.137844      19.053394   0.07676477    0.09379748       0.13568272       0.09534091       0.087410286      0.030942451   0.055038057      0.028392136   0.0246997        0.03411189     0.07470247       0.057197142    18.701643   18.461044   18.12978    18.13388    18.100704   17.87581    17.843155   17.638067   17.730171   17.694092   17.596464    0.059694998   0.06507766    0.0922578     0.060977694   0.059322957   0.0206464      0.038586497   0.01811424     0.017505616   0.024471298   0.055860236    0.041988876   0.13980199999999954      0.385787999999998     0.044381690211331475   0.0376322809132332     "2dFGRS TGN388Z078"                             187.726252       0.964276         0.036         0.09          90.0            6       "12 30 54.300  " "+00 57 51.39  " Galaxy              "G  |G  |G"                                                                                             2305.4645     0.00772    ""                   dI             ""       ""       ""       0.32       0.17       178          18.004   ""       17.422   ""       ""       ""       18.719   17.807   17.596   17.52    17.7     0.914056  
  SPLUS-n02s19    iDR3.SPLUS-n02s19.015494    174.726375893798     -1.6428088681911317      13.4192095   5.8258247    4.792034    3.0579498    165       4.4126773     0              72.00852      20.177795   19.817657      19.691757      19.706167      19.776348      19.655622   19.262098      19.494184   18.970009      19.577106   19.620937      19.632053   0.08424279    0.09067812       0.12507392       0.1105692        0.11473464       0.03634494    0.05858781       0.031474728   0.024354648      0.046015367    0.10260932       0.09091445     18.688812   18.59362    18.405287   18.522831   18.347137   17.976171   18.186195   17.567125   18.191137   18.262827   18.027485    0.060111776   0.0601661     0.08832096    0.06818925    0.072055474   0.021858934    0.03682222    0.020362588    0.013879183   0.030996945   0.072706625    0.051073827   -0.08292199999999994     0.5241749999999996    0.05575008971130605    0.039797077554487435   "2dFGRS TGN238Z266"                             174.7267041667   -1.6424916667    0.052         0.05          90.0            4       "11 38 54.409  " "-01 38 32.97  " Galaxy              "G  |G  |G"                                                                                             1888.7012     0.00632    ""                   dI             ""       ""       ""       ""         ""         ""           18.255   ""       17.761   ""       ""       ""       18.622   18.071   17.96    18.03    17.959   1.643002  
  SPLUS-n02s20    iDR3.SPLUS-n02s20.017198    177.07645388246996   -1.6418060467883486      5.2084174    2.822258     1.5462763   1.0081345    23        3.9578884     3              63.37936      19.434784   18.903288      19.056414      19.136051      19.081291      19.105267   18.562788      19.023779   18.142467      19.153547   19.108929      18.977495   0.040758647   0.04439953       0.07877271       0.080255836      0.07938842       0.031385344   0.041229844      0.025286062   0.015055082      0.03320799     0.068714276      0.04838881     19.352737   19.520985   19.576784   19.591497   19.446432   18.930649   19.32011    18.391218   19.417427   19.414707   19.284939    0.041419674   0.043953817   0.08000648    0.08122289    0.08232825    0.031698767    0.041888326   0.025562547    0.014996285   0.033681054   0.06918128     0.049969394   -0.12976799999999855     0.8813120000000012    0.04173913668618392    0.029428564788221798   "SDSS J114818.33-013830.8"                      177.0763916667   -1.6418916667    0.049         0.047         90.0            2       "11 48 18.334  " "-01 38 30.81  " Galaxy              "G  |G"                                                                                                 3827.5839     0.01285    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       18.063   17.705   17.66    17.93    17.78    0.380961  
  SPLUS-n02s20    iDR3.SPLUS-n02s20.039977    176.29884651458195   -0.90069812354485        3.92047      2.1243646    2.5909674   2.018359     48        5.3626027     3              47.00864      22.589134   23.151123      22.185587      20.972158      21.022072      20.376055   20.405775      19.395988   18.868877      18.96343    18.76509       18.535475   0.5721941     1.6617969        1.1910322        0.38941756       0.4261131        0.09123553    0.19026415       0.03425994    0.025669463      0.028888902    0.051981263      0.033584915    21.544388   99.0        20.43481    22.137556   20.270329   19.973389   19.137777   18.503996   18.549805   18.466421   18.136852    2.2764142     0.5435549     20.586386     0.3471919     1.6653495     0.12916191     0.19833365    0.041979715    0.028145554   0.03199036    0.062163107    0.037788916   0.4325580000000002       0.5271109999999979    0.04481419582642541    0.04280963465753906    "SDSS J114511.70-005402.6"                      176.2987666667   -0.9007472222    0.051         0.049         90.0            2       "11 45 11.704  " "-00 54 02.69  " Galaxy              "G  |G"                                                                                                 55076.0792    0.20421    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       21.652   19.847   18.61    18.09    17.77    0.337418  
  SPLUS-n02s22    iDR3.SPLUS-n02s22.013472    179.8478669187984    -1.7228572218896734      2.4775934    1.0727822    1.8923153   1.547753     37        4.534138      2              51.29155      20.42714    20.138456      20.170609      20.19209       19.98906       19.815832   19.84307       19.157171   18.689796      19.061827   18.059546      18.483662   0.092333056   0.10954577       0.1732054        0.15684839       0.12308583       0.04009271    0.08795339       0.025169333   0.024125105      0.031004341    0.028220074      0.03448932     20.444206   20.142982   20.3673     19.981133   19.871153   20.029089   19.23973    18.762218   19.056438   18.20334    18.47221     0.111403346   0.15092447    0.19525427    0.20865586    0.144805      0.047720402    0.12488466    0.031589687    0.028749386   0.04056673    0.040710468    0.04494841    0.09534400000000076      0.46737500000000054   0.03993450243222232    0.034864251245737575   "GAMA 137854"                                   179.8477981543   -1.7228976222    0.001         0.0           90.0            2       "11 59 23.47156" "-01 43 22.4314" Galaxy              "G  |G  |*"                                                                                             77833.2175    0.30435    ""                   ""             0.2619   2.53     0.52     ""         ""         ""           ""       ""       ""       ""       ""       ""       20.392   19.779   19.0     18.986   18.27    0.287019  
  SPLUS-n02s25    iDR3.SPLUS-n02s25.032536    183.41164031698213   -1.2934275172309344      5.891441     2.8667128    4.6710434   2.8006923    94        5.1549172     2              57.054245     20.359297   19.867428      19.816128      20.035568      19.550526      19.45835    18.551039      19.246319   18.188469      19.33411    19.376923      19.140236   0.08811287    0.09698836       0.14878887       0.16043614       0.10224488       0.036467183   0.03806521       0.027680503   0.015260693      0.036054216    0.08455484       0.054009598    19.131975   19.323246   19.304733   19.10351    18.651354   18.071787   18.265583   17.680885   18.251062   18.224628   18.093994    0.09408226    0.10547832    0.20967036    0.19207564    0.15518633    0.04094522     0.050588023   0.026992885    0.018690022   0.03440258    0.07672012     0.053430855   -0.08779099999999929     1.0578499999999984    0.04545455684205561    0.03160852728573823    "2dFGRS TGN247Z167"                             183.4116833333   -1.2935555556    0.055         0.043         0.0             7       "12 13 38.804  " "-01 17 36.80  " Galaxy              "G  |G  |G  |G"                                                                                         2385.7727     0.00799    ""                   dEblue         ""       ""       ""       0.25       0.15       140          18.836   ""       18.743   ""       ""       ""       19.068   18.085   17.87    17.924   17.844   0.486244  
  SPLUS-n02s26    iDR3.SPLUS-n02s26.009268    185.11998162334305   -1.8391750369277204      10.214552    4.237898     4.9172797   2.6263392    141       4.063564      0              81.65227      19.851131   19.493494      19.352621      19.315159      19.2624        19.154919   19.00875       19.000105   18.465         19.000675   19.063745      18.832088   0.051358577   0.06253422       0.091163285      0.07892225       0.072844096      0.025770545   0.047554724      0.022279605   0.01726724       0.028587434    0.06676317       0.046532925    18.761734   18.54776    18.38227    18.255793   18.21827    18.09353    18.045986   17.644396   17.937515   17.975895   17.745079    0.050777663   0.06075048    0.08667395    0.06757346    0.059123788   0.020677611    0.04162665    0.019013677    0.01571188    0.025877811   0.06235876     0.041339178   -5.699999999997374E-4    0.5351050000000015    0.03624392613473851    0.028187557116103996   "2dFGRS TGN181Z173"                             185.12005        -1.8390583333    0.056         0.044         0.0             8       "12 20 28.812  " "-01 50 20.61  " Galaxy              "G  |G  |G  |G"                                                                                         2248.9382     0.00753    ""                   dI             ""       ""       ""       0.34       0.15       30           18.279   ""       17.794   ""       ""       ""       18.709   18.023   17.846   17.81    17.773   0.48687   
  SPLUS-n02s27    iDR3.SPLUS-n02s27.030322    186.5946956629417    -1.2534088007482242      8.389348     3.2627738    3.7940998   3.0956702    94        6.614366      3              52.241104     19.693825   19.253609      19.378712      19.443195      19.308676      19.023254   17.91951       19.207178   17.650248      19.740406   19.694855      19.488165   0.046841107   0.054565098      0.098163344      0.09110139       0.0776981        0.024524624   0.024844134      0.028467946   0.011738129      0.063936464    0.14631046       0.09995502     18.776365   18.70259    18.964386   18.675652   18.56277    17.7796     18.614243   17.389011   18.776577   18.798445   18.634916    0.04839174    0.050822772   0.07950251    0.0852291     0.06643633    0.022449598    0.026142797   0.026255237    0.011163756   0.049537066   0.1154122      0.08621732    -0.5332280000000011      1.5569299999999977    0.0699878230714616     0.03079298007467866    "SHOC 373b"                                     186.5946494639   -1.2533945161    0.003         0.002         90.0            7       "12 26 22.71587" "-01 15 12.2203" HII_G               "G  |*  |H2G|HII"                                                                                       1986.9912     0.00665    ""                   Im/BCD         ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       16.867   16.274   16.125   16.454   16.477   0.174047  
  SPLUS-n02s27    iDR3.SPLUS-n02s27.030519    186.5943422902263    -1.2547941267807978      14.708039    5.7202306    4.8853097   3.582327     163       7.068928      3              61.70414      19.809494   19.234753      19.408646      19.741417      19.487635      19.390665   18.611935      19.321642   18.141758      19.64058    19.555325      19.682524   0.05095229    0.053867146      0.10051027       0.1153734        0.08922763       0.03172534    0.038895793      0.031099722   0.01597927       0.058670096    0.1292979        0.11915621     18.295727   18.294441   18.49607    18.25087    18.213      17.69541    18.076906   17.189363   18.180586   18.19764    18.007181    0.037719082   0.0438449     0.07324496    0.074795544   0.06036016    0.021450762    0.030646825   0.021658005    0.011805035   0.03901055    0.09059056     0.066038035   -0.3189379999999993      1.1798840000000013    0.06640310891160518    0.03496469330925389    "SHOC 373a"                                     186.594          -1.255           ""            ""            172.0           1       "12 26 22.56   " "-01 15 18.0   " HII_G               H2G                                                                                                     1998.9029     0.00669    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       ""       1.437704  
  SPLUS-n02s28    iDR3.SPLUS-n02s28.025747    187.311049563872     -1.365324370079482       12.066028    5.3087816    5.8855133   3.3845797    227       4.557418      2              90.37488      19.839994   19.395721      19.457697      19.318113      19.202637      19.15044    18.575546      19.058084   18.30504       19.148869   19.185223      19.049225   0.058209036   0.06237752       0.10435503       0.07802767       0.06968551       0.02629027    0.036954213      0.023374682   0.01560974       0.031317133    0.06614249       0.05122399     18.301893   18.27648    18.239378   18.196526   17.922058   17.611876   17.750677   17.211748   17.748322   17.696777   17.59729     0.04671179    0.049450763   0.08260449    0.06763454    0.06378614    0.01823489     0.032036606   0.017044874    0.012378518   0.024807006   0.052206688    0.040082768   -0.09078500000000034     0.7530439999999992    0.03907862047131158    0.02810764560522144    "2dFGRS TGN250Z094"                             187.31125        -1.3655555556    ""            ""            172.0           5       "12 29 14.7    " "-01 21 56     " Galaxy              "G  |G"                                                                                                 2150.7353     0.0072     ""                   Irr            ""       ""       ""       0.32       0.17       117          17.866   ""       17.374   ""       ""       ""       ""       ""       ""       ""       ""       1.10138   
  SPLUS-n03s22    iDR3.SPLUS-n03s22.026360    179.29940481773815   -2.686921090064285       25.609018    8.3483715    8.858445    3.8870285    281       6.0206017     3              95.532524     19.893072   19.326782      19.411179      19.281818      19.35743       19.331562   19.266762      19.305454   18.927563      19.322702   19.300022      19.383911   0.063228466   0.06718996       0.13219649       0.10020389       0.093046315      0.032579433   0.06790743       0.030547876   0.02592143       0.039311588    0.0848399        0.076754585    18.156973   17.917784   17.841757   17.902033   17.846918   17.820805   17.641962   17.34531    17.58816    17.495626   17.5191      0.04783856    0.047675584   0.06644602    0.051605787   0.052633584   0.017894797    0.039778102   0.016374806    0.014004213   0.02160084    0.045231655    0.038336884   -0.017247999999998598    0.37789100000000175   0.04978527572679617    0.04006361518081308    "2dFGRS TGN243Z202"                             179.299324       -2.687019        0.109         0.052         90.0            5       "11 57 11.838  " "-02 41 13.27  " Galaxy              "G  |G  |G"                                                                                             1381.8417     0.00462    ""                   Im/BCD         ""       ""       ""       0.38       0.19       88           16.765   ""       16.906   ""       ""       ""       17.72    17.039   16.908   16.92    16.73    0.456839  
  SPLUS-n03s22    iDR3.SPLUS-n03s22.026437    179.3012016296504    -2.686482916082229       25.184862    8.210099     7.672075    5.0724525    275       5.5922832     3              92.061935     19.775827   19.194035      19.11845       19.195274      19.355545      19.24854    19.047886      19.26632    18.45662       19.517551   19.283186      19.331825   0.057815034   0.0609018        0.10471185       0.09353812       0.092852175      0.030679878   0.057519153      0.029635336   0.01876622       0.046194043    0.08355177       0.07325315     17.9253     17.867733   17.85934    17.828176   17.695875   17.49672    17.555775   16.908463   17.54765    17.462223   17.410704    0.041758433   0.043930385   0.07172899    0.05899288    0.055611134   0.017589314    0.033865053   0.017061668    0.010897382   0.023588987   0.049922943    0.03959283    -0.25123100000000065     0.8096999999999994    0.05488299143194315    0.0350774023114782     "SDSS J115712.38-024111.2"                      179.30161        -2.686471        0.057         0.03          90.0            3       "11 57 12.386  " "-02 41 11.30  " Galaxy              "G  |HI"                                                                                                1390.7938     0.00465    ""                   ""             ""       ""       ""       ""         ""         ""           ""       ""       ""       ""       ""       ""       18.264   17.989   18.022   18.45    18.423   1.469144  
  SPLUS-n03s23    iDR3.SPLUS-n03s23.034002    181.31583811226784   -2.706276551980267       1.7989852    0.88855165   1.4040506   1.2088007    21        3.302264      0              47.631363     18.543785   18.524078      18.538334      18.461569      18.439888      20.044075   18.604748      19.433088   19.061811      19.272789   19.11451       19.509214   0.021195574   0.030854741      0.047431942      0.039482348      0.037686966      0.044706393   0.03398883       0.02717452    0.024596376      0.030666608    0.058346175      0.0655653      18.82487    18.819801   18.705494   18.712996   20.278654   18.85789    19.63712    19.313793   19.4918     19.325909   19.74774     0.021017859   0.031662747   0.04923997    0.04109782    0.040660962   0.050088424    0.03670592    0.030473825    0.027427204   0.036659952   0.07085538     0.08273683    0.16029900000000197      0.37127700000000274   0.040974325906060545   0.036652915976273646   "SDSS J120515.80-024222.6"                      181.3158835971   -2.7063217167    0.0           0.0           90.0            24      "12 05 15.81206" "-02 42 22.7582" WD*                 "WD?|WD*|WD*|*  |*  |WD*"                                                                               26.9801       9.0E-5     DA                   ""             1.3283   -18.88   9.27     ""         ""         ""           18.42    ""       ""       ""       ""       ""       18.498   18.494   18.838   19.145   19.385   0.230628  
